symbol,date,analystRatingsbuy,analystRatingsHold,analystRatingsSell,analystRatingsStrongSell,analystRatingsStrongBuy
VRTX,2026-01-01,17,10,1,1,2
VRTX,2025-12-01,18,11,1,1,2
VRTX,2025-11-01,18,11,1,1,2
VRTX,2025-10-01,17,12,1,1,2
VRTX,2025-09-01,17,13,1,0,2
VRTX,2025-08-01,17,14,1,1,2
VRTX,2025-07-01,16,14,1,1,3
VRTX,2025-06-01,15,14,1,1,4
VRTX,2025-05-01,16,14,1,1,4
VRTX,2025-04-01,16,12,1,1,4
VRTX,2025-03-01,16,12,1,1,5
VRTX,2025-02-01,16,12,2,1,5
VRTX,2025-01-01,17,11,2,1,5
VRTX,2024-12-01,18,12,2,1,5
VRTX,2024-11-01,17,11,2,1,10
VRTX,2024-10-01,16,11,2,1,10
VRTX,2024-09-01,15,10,2,1,10
VRTX,2024-08-01,16,10,2,1,10
VRTX,2024-07-01,16,9,1,1,8
VRTX,2024-06-01,16,9,1,1,8
VRTX,2024-05-01,16,9,0,0,5
VRTX,2024-04-01,16,9,0,0,5
VRTX,2024-03-01,16,9,0,0,5
VRTX,2024-02-01,16,9,0,0,5
VRTX,2024-01-01,16,9,0,0,5
VRTX,2023-12-01,16,9,0,0,5
VRTX,2023-11-01,16,9,0,0,5
VRTX,2023-10-01,16,9,0,0,5
VRTX,2023-09-01,16,9,0,0,5
VRTX,2023-08-01,16,9,0,0,5
VRTX,2023-07-01,16,9,0,0,5
VRTX,2023-06-01,16,9,0,0,5
VRTX,2023-05-01,16,9,0,0,5
VRTX,2023-04-01,16,9,0,0,5
VRTX,2023-03-01,16,9,0,0,5
VRTX,2023-02-01,16,9,0,0,5
VRTX,2023-01-01,12,5,0,0,10
VRTX,2022-12-01,12,5,0,0,10
VRTX,2022-11-01,12,5,0,0,10
VRTX,2022-10-01,15,8,0,0,6
VRTX,2022-09-01,14,8,0,0,6
VRTX,2022-08-01,12,5,0,0,10
VRTX,2022-07-01,16,8,0,0,6
VRTX,2022-06-01,12,5,0,0,10
VRTX,2022-05-01,15,6,1,0,7
VRTX,2022-04-01,12,5,0,0,10
VRTX,2022-03-01,12,5,0,0,10
VRTX,2022-02-01,12,5,0,0,10
VRTX,2022-01-01,12,5,0,0,10
VRTX,2021-12-01,12,5,0,0,10
VRTX,2021-11-01,12,5,0,0,10
VRTX,2021-10-01,12,5,0,0,10
VRTX,2021-09-01,12,5,0,0,10
VRTX,2021-08-01,12,5,0,0,10
VRTX,2021-07-01,12,5,0,0,10
VRTX,2021-06-01,12,5,0,0,10
VRTX,2021-05-01,12,5,0,0,10
VRTX,2021-04-01,12,5,0,0,10
VRTX,2021-03-01,12,5,0,0,10
VRTX,2021-02-01,14,5,0,0,8
VRTX,2021-01-01,13,5,0,0,8
VRTX,2020-12-01,11,5,0,0,9
VRTX,2020-07-01,15,6,0,0,12
VRTX,2020-06-01,15,7,0,0,10
VRTX,2020-05-01,15,7,0,0,10
VRTX,2020-04-01,14,6,0,0,11
VRTX,2020-03-01,14,6,0,0,11
VRTX,2020-02-01,14,6,0,0,11
VRTX,2020-01-01,14,6,0,0,11
VRTX,2019-12-01,14,6,0,0,11
VRTX,2019-11-01,14,6,0,0,11
VRTX,2019-10-01,14,6,0,0,11
VRTX,2019-09-01,14,6,0,0,11
VRTX,2019-08-01,14,6,0,0,11
VRTX,2019-07-01,14,6,0,0,11
VRTX,2019-06-01,14,6,0,0,11
VRTX,2019-05-01,14,6,0,0,11
VRTX,2019-04-01,14,6,0,0,11
VRTX,2019-03-01,14,6,0,0,11
VRTX,2019-02-01,14,6,0,0,11
VRTX,2019-01-01,14,6,0,0,11
